Id,consent,SII_1,SII_1_other,SII_1_reason,SII_2,SII_2_unit,SII_2_unit_other,SII_3_1,SII_3_2,SII_3_2_other,SII_3_1_sub,SII_3_2_sub,SII_4_1,SII_4_2,SII_4_2_other,LoginDate,LoginStartTime,LoginEndTime,LoginDate_Last,LoginStartTime_Last,LoginEndTime_Last,SII_5,SII_6_1_UREA,SII_6_2_UREA,SII_6_3_UREA,SII_6_3_other_UREA,SII_6_4_UREA,SII_6_4_other_UREA,SII_7_1_UREA,SII_7_2_UREA,SII_7_3_UREA,SII_6_1_DAP,SII_6_2_DAP,SII_6_3_DAP,SII_6_3_other_DAP,SII_6_4_DAP,SII_6_4_other_DAP,SII_7_1_DAP,SII_7_2_DAP,SII_7_3_DAP,SII_6_1_MOP,SII_6_2_MOP,SII_6_3_MOP,SII_6_3_other_MOP,SII_6_4_MOP,SII_6_4_other_MOP,SII_7_1_MOP,SII_7_2_MOP,SII_7_3_MOP,SII_6_1_ZINC,SII_6_2_ZINC,SII_6_3_ZINC,SII_6_3_other_ZINC,SII_6_4_ZINC,SII_6_4_other_ZINC,SII_7_1_ZINC,SII_7_2_ZINC,SII_7_3_ZINC,SII_6_1_NPK,SII_6_2_NPK,SII_6_3_NPK,SII_6_3_other_NPK,SII_6_4_NPK,SII_6_4_other_NPK,SII_7_1_NPK,SII_7_2_NPK,SII_7_3_NPK,FKT_1,FKT_2,FKT_3
B03V35F1029,1,1,,,60,1,,8,1,,0,,1,2,,17-8-2018,11:32:52,11:35:35,,,,1,0,,,,,,,,,1,75,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V35F1030,1,1,,,1,1,,6,1,,0,,1,2,,9-8-2018,11:27:46,11:28:52,9-8-2018,11:29:7,11:30:39,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V35F1031,1,1,,,2,2,,5,1,,0,,1,2,,7-8-2018,16:46:50,16:47:26,,,,1,0,,,,,,,,,1,1,5,,1,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V35F1032,1,1,,,45,1,,5,1,,,,1,2,,7-8-2018,11:53:6,11:54:2,,,,1,1,1,5,,1,,1,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V35F1033,1,1,,,40,1,,5,1,,0,,1,2,,18-8-2018,9:39:4,9:40:29,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V35F1034,1,1,,,75,1,,10,1,,0,,1,1,,16-8-2018,11:20:55,11:21:22,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V35F1035,1,1,,,35,1,,14,1,,,,1,2,,7-8-2018,12:19:59,12:32:5,,,,1,0,,,,,,,,,1,140,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V35F1036,1,1,,,25,1,,12,1,,0,,1,2,,8-8-2018,11:28:58,11:29:48,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI SARI APO CHO
B03V35F1037,1,1,,,45,1,,6,1,,0,,1,2,,16-8-2018,16:7:36,16:8:13,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI THODI AGAV NI MALE CHHE KAPAS 45DIVAS NO CHHE TO 60 DIVAS NA KAPAS NI MAHITI MALE CHHE
B03V35F1038,1,1,,,65,1,,25,1,,0,,1,2,,18-8-2018,9:31:13,9:32:12,,,,1,0,,,,,,,,,1,6,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BARABAR CHE MAHITI
B03V35F1039,1,1,,,45,1,,20,1,,0,,1,2,,17-8-2018,12:30:35,12:31:47,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,BAVU SARI MAHITI CHE
B03V35F1041,1,0,,PAK BAGDIJAY CHE MATE NATHI VAVYO,,,,,,,,,,,,17-8-2018,11:46:39,11:48:20,17-8-2018,12:10:24,12:10:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,COTTON VAVYU NATHI MATE MAHITI NATHI SAMBHADTA
B03V36F1049,1,1,,,35,1,,6,2,,0,,1,2,,8-8-2018,16:59:8,16:59:57,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V36F1050,1,1,,,1,2,,5,1,,0,,1,2,,8-8-2018,11:30:23,11:31:4,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1051,1,1,,,35,1,,10,1,,0,,1,2,,10-8-2018,16:23:45,16:25:30,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1052,1,1,,,35,1,,15,1,,0,,1,2,,18-8-2018,16:39:29,16:50:47,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1053,1,1,,,26,1,,3,1,,0,,1,2,,10-8-2018,10:44:16,10:47:28,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V36F1056,1,1,,,45,1,,4,1,,0,,1,2,,18-8-2018,11:57:49,11:59:21,,,,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B03V36F1057,1,1,,,1,2,,18,1,,0,,1,2,,18-8-2018,10:29:31,10:30:45,20-8-2018,11:42:19,11:42:30,1,0,,,,,,,,,1,3.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1058,1,1,,,35,1,,5,1,,0,,1,1,,11-8-2018,10:29:42,10:30:31,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1059,1,1,,,1,2,,3,1,,0,,0,,,10-8-2018,11:23:58,11:24:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
B03V36F1060,1,1,,,2,2,,5,1,,0,,1,1,,16-8-2018,10:39:55,10:40:54,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B03V36F1061,1,1,,,35,1,,3,1,,0,,1,2,,20-8-2018,10:36:40,10:37:23,,,,1,0,,,,,,,,,1,1,5,,3,,0,3,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1062,1,1,,,1,2,,3,1,,0,,1,1,,17-8-2018,16:43:58,16:44:49,20-8-2018,11:37:8,11:37:21,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V36F1063,1,1,,,1,2,,5,1,,0,,1,2,,20-8-2018,10:40:35,10:41:45,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1064,1,0,,,,,,,,,,,,,,9-8-2018,10:51:44,10:54:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
B03V36F1065,1,0,,PANI NATHI AETALE KAPAS NI JAGYAE MAGFALI NU VAVETAR KARYU CHE,,,,,,,,,,,,10-8-2018,15:13:24,15:15:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,TAMARI MAHITI BAVU SARI CHE
B03V36F1066,1,0,,,,,,,,,,,,,,18-8-2018,9:48:59,9:49:30,20-8-2018,11:39:36,11:39:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B03V36F1067,1,1,,,30,1,,8,1,,0,,0,,,8-8-2018,11:5:42,11:8:20,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1,VARSHAAD THAY TO MAHITI UPAGOYI THAY..
B03V36F1068,1,1,,,25,1,,3,1,,0,,1,1,,10-8-2018,11:3:19,11:3:51,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V36F1070,1,1,,,35,1,,15,1,,0,,1,2,,17-8-2018,12:30:29,12:32:8,20-8-2018,11:26:17,11:26:32,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1071,1,1,,,45,1,,5,1,,0,,1,2,,18-8-2018,11:19:59,11:21:45,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,1.5,5,,3,,1,,,1,5,
B03V36F1073,1,1,,,45,1,,3.5,1,,0,,1,2,,9-8-2018,9:59:23,10:0:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B03V36F1074,1,1,,,20,1,,3,1,,0,,1,1,,10-8-2018,11:51:29,11:52:25,10-8-2018,11:55:5,11:55:16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,50RS NU BALANCE NATHI AAVIYU HAJI SUDHI PAN.
B03V36F1075,1,1,,,45,1,,10,1,,0,,1,-98,DRIP IRIGATION,11-8-2018,12:3:35,12:4:2,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1079,1,1,,,26,1,,5,1,,0,,1,2,,16-8-2018,10:57:48,10:58:44,,,,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V36F1080,1,1,,,2,2,,5,1,,,,1,1,,8-8-2018,15:25:12,15:25:59,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,NA
B03V37F1081,1,1,,,45,1,,5,1,,0,,1,2,,8-8-2018,16:45:16,16:46:26,8-8-2018,17:3:47,17:4:4,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V37F1082,1,1,,,45,1,,6,1,,0,,1,-98,DRIP IRRAGATION,8-8-2018,11:6:44,11:7:32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,9574777832 NO. PAR SEVA CHALU KARVANI CHE
B03V37F1086,1,1,,,35,1,,3.50,1,,0,,1,2,,9-8-2018,9:48:33,9:49:55,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B03V37F1087,1,1,,,45,1,,5,1,,0,,1,2,,18-8-2018,11:14:50,11:15:28,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1089,1,1,,,20,1,,20,1,,,,1,2,,7-8-2018,11:25:5,11:25:53,,,,1,1,3,5,,3,,1,,,1,300,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1090,1,1,,,50,1,,6,1,,0,,1,2,,16-8-2018,11:0:27,11:2:1,20-8-2018,11:5:41,11:5:57,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1091,1,1,,,1,2,,30,1,,0,,0,,,10-8-2018,9:28:41,9:29:39,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,TIMESAR TMARI MAHITI MALE CHHE 2 DIAVS PELA J DAVA NI MAHITI AAVI HATI AE KHUB J UPAYOGI HATI ANE AAPSDI SANSTHA BHU J SARU KAM CHHE..PAK MUJAB MAHITI AAPE CHHE.
B03V37F1092,1,1,,,45,1,,10,1,,0,,1,2,,17-8-2018,11:19:31,11:20:42,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1095,1,0,,,,,,,,,,,,,,16-8-2018,16:1:19,16:2:11,20-8-2018,11:18:7,11:18:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
B03V37F1096,1,1,,,45,1,,4,1,,0,,1,2,,17-8-2018,15:55:47,15:56:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,JAMIN NO REPORT JOYE CHE
B03V37F1097,1,1,,,1,2,,5,1,,0,,1,2,,9-8-2018,11:37:49,11:39:31,,,,1,0,,,,,,,,,1,25,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1098,1,1,,,1,2,,12,1,,,,1,2,,7-8-2018,12:0:45,12:2:29,7-8-2018,12:5:52,12:6:14,1,0,,,,,,,,,1,3,5,,3,,1,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,KOI BADALAV LAVANI JARUR NATHI SARI CHE MAHITI
B03V37F1100,1,0,,,,,,,,,,,,,,8-8-2018,16:34:47,16:35:7,8-8-2018,16:36:12,16:36:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,TUVER NI MAHITI JOYE CHE
B03V37F1101,1,1,,,45,1,,8,1,,0,,1,2,,16-8-2018,11:13:55,11:14:47,,,,1,0,,,,,,,,,1,120,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1102,1,1,,,2,2,,8,1,,0,,1,2,,17-8-2018,10:2:10,10:3:12,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI SARI LAGE CHHE.
B03V37F1103,1,1,,,20,1,,8,1,,0,,1,2,,8-8-2018,10:5:41,10:6:38,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V37F1104,1,1,,,45,1,,8,1,,0,,1,1,,17-8-2018,15:33:22,15:34:34,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1105,1,1,,,30,1,,12,1,,0,,1,2,,16-8-2018,9:58:3,9:59:6,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V37F1106,1,1,,,3,2,,3,1,,0,,1,2,,16-8-2018,15:53:27,15:54:23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,MAHITI AVE CHE PN KHIYAL NTHI AVTO
B03V37F1107,1,1,,,40,1,,12,1,,,,1,2,,7-8-2018,12:8:53,12:10:23,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,KAI BADLAV  NTHI KRVO
B03V37F1109,1,1,,,35,1,,2.5,1,,0,,0,,,17-8-2018,15:10:20,15:11:32,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,VARSAD NATHI TO UPAGOY KARIYO NATHI..
B03V38F1112,1,1,,,1,2,,11,1,,0,,1,2,,17-8-2018,11:16:27,11:17:16,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V38F1116,1,1,,,45,1,,30,1,,0,,1,2,,18-8-2018,11:3:46,11:4:22,18-8-2018,11:5:57,11:6:45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V38F1117,1,1,,,50,1,,10,1,,0,,1,2,,9-8-2018,16:48:38,16:49:54,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V38F1123,1,1,,,45,1,,9,1,,0,,1,-98,DRIP IRIGATION,17-8-2018,12:18:13,12:18:53,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V38F1127,1,1,,,1,2,,10,1,,0,,0,,,16-8-2018,10:32:25,10:34:29,,,,1,0,,,,,,,,,1,3,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI BAROBAR J CHHE VARSAD VAGAR SU KARVANU..
B03V38F1128,1,1,,,2,2,,10,1,,0,,1,1,,18-8-2018,10:45:56,10:46:27,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B03V38F1130,1,1,,,45,1,,8,1,,0,,0,,,16-8-2018,15:44:34,15:46:23,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,NA
B03V38F1132,1,1,,,35,1,,10,1,,0,,1,2,,10-8-2018,11:41:53,11:43:27,,,,1,0,,,,,,,,,1,5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,COMPLETE J CHHE MAHITI.
B03V38F1133,1,1,,,60,1,,12,1,,0,,1,2,,18-8-2018,16:28:2,16:30:18,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,3,
B03V38F1134,1,0,,KAPAS BAGDI JAYE CHHE BOV AETLE MAGFALI NU VAVETAR KARIYU CHHE,,,,,,,,,,,,18-8-2018,12:6:14,12:6:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V38F1135,1,1,,,45,1,,8,1,,0,,1,1,,16-8-2018,15:32:22,15:33:50,,,,1,0,,,,,,,,,1,8,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V38F1136,1,1,,,2,2,,9,1,,0,,1,3,,18-8-2018,11:1:58,11:2:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,07966212621 VALA NUMBER MA PHONE AVE TO CUT THAI JAY CHHE ANE PHONE LGAVE TOPN CUT THAI JAY CHHE JETHI MAHITI MALTI NATHI
B03V38F1139,1,1,,,30,1,,8,1,,0,,1,2,,10-8-2018,16:13:28,16:17:35,,,,1,0,,,,,,,,,1,120,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,
B03V38F1141,1,1,,,1,2,,10,1,,0,,1,2,,17-8-2018,11:33:57,11:34:28,,,,1,0,,,,,,,,,1,4,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V38F1143,1,1,,,1,2,,5,1,,,,1,2,,7-8-2018,11:24:21,11:26:20,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V38F1145,1,1,,,1,2,,2,1,,,,1,2,,7-8-2018,11:30:13,11:34:31,,,,1,1,1,5,,3,,1,,,1,20,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,DAWA MAHITI   MAHITI MANE TO
B03V39F1146,1,1,,,40,1,,7,1,,0,,0,,,18-8-2018,15:29:9,15:30:29,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V39F1148,1,1,,,25,1,,7,1,,0,,1,2,,9-8-2018,11:2:54,11:4:15,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1149,1,1,,,20,1,,3,1,,0,,1,2,,8-8-2018,11:38:58,11:39:41,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,NA
B03V39F1150,1,1,,,35,1,,3,1,,0,,1,2,,17-8-2018,16:34:47,16:35:52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1151,1,1,,,30,1,,7.5,1,,0,,1,2,,20-8-2018,10:12:41,10:14:29,,,,1,0,,,,,,,,,1,2,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V39F1152,1,1,,,1,2,,5,1,,0,,1,2,,7-8-2018,10:52:24,10:56:12,9-8-2018,14:42:36,14:44:27,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,2,5,,2,,1,,,1,5,MAHITI READY J CHHE.
B03V39F1153,1,1,,,45,1,,5,1,,0,,1,2,,17-8-2018,13:17:1,13:19:19,,,,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,KASAT MA NAHI MOKHIK MAHITI AAPE TO SARU
B03V39F1154,1,1,,,25,1,,3,1,,0,,1,1,,8-8-2018,10:40:21,10:40:54,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,SEVA BAHU J SARI CHE UPYOGI CHE
B03V39F1155,1,1,,,45,2,,6.75,2,,0,,1,3,,7-8-2018,15:19:47,15:21:31,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1156,1,-98,KAPAS NO PAK 2 VAR KARIYO NE BALI GAYO CHHE.,,15,1,,5,1,,0,,0,,,8-8-2018,15:43:27,15:50:51,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,VARSHAAD THAY TO KAIK UPAGOY KARIYE MAHITI TO KHUB SARAS J CHHE.
B03V39F1157,1,1,,,1,2,,5,1,,0,,1,2,,8-8-2018,13:5:14,13:7:4,8-8-2018,13:11:17,13:11:35,1,0,,,,,,,,,1,0.75,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B03V39F1160,1,1,,,65,1,,4,1,,0,,1,2,,20-8-2018,10:46:11,10:46:38,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,MAHITI SEVA PHONE MA JATI NATHI
B03V39F1161,1,1,,,1,2,,4,1,,0,,1,2,,10-8-2018,12:21:54,12:22:52,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,MAHITI SARI CHE
B03V39F1163,1,1,,,22,1,,5,1,,0,,1,2,,9-8-2018,12:20:39,12:21:40,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
B03V39F1164,1,0,,VARSAD MODO THAYO MATE NATHI VAVYO ANE MAGFADI VAVE LI CHE,,,,,,,,,,,,17-8-2018,11:49:39,11:51:2,17-8-2018,12:10:57,12:11:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B03V39F1165,1,1,,,1,2,,2,1,,,,1,1,,7-8-2018,13:14:2,13:15:11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,
B03V39F1167,1,1,,,45,1,,6,1,,0,,1,1,,8-8-2018,10:3:4,10:4:32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,PAYA NA KHATAR MA PIYAT NA HOY TO KHATAR NAKHIYE TO FAYIDO THAY KE NAI
B03V39F1169,1,1,,,1,2,,7,1,,0,,1,2,,17-8-2018,12:10:5,12:11:7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1170,1,1,,,45,1,,1.5,1,,0,,1,2,,9-8-2018,9:44:57,9:47:28,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1171,1,1,,,30,1,,10,1,,,,1,3,,7-8-2018,12:31:9,12:35:55,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,
B03V39F1172,1,1,,,2,2,,17.5,1,,0,,1,2,,18-8-2018,16:27:10,16:27:57,18-8-2018,16:28:37,16:28:54,1,1,2,5,,3,,0,17.5,1,1,3,5,,3,,0,17.5,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B03V39F1173,1,1,,,30,1,,5,1,,0,,0,,,20-8-2018,16:48:38,16:49:52,,,,1,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,MAGFALI NI BI MAHITI JOIYE CHHIYE..
B03V39F1174,1,0,,PAK FARBADAL KARVA MATE A VAKHATE GROUNDNUT VAVI CHE,,,,,,,,,,,,10-8-2018,11:18:37,11:19:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1175,1,1,,,45,1,,6,1,,0,,1,2,,9-8-2018,16:51:13,16:52:12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B03V39F1177,1,1,,,45,1,,4,1,,0,,0,,,20-8-2018,16:32:11,16:32:54,,,,1,0,,,,,,,,,1,1.5,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,4,
B04V43F1221,1,1,,,25,1,,3,1,,0,,1,2,,9-8-2018,15:28:4,15:29:3,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B04V43F1223,0,,,,,,,,,,,,,,,9-8-2018,10:3:54,10:5:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,
B04V43F1224,1,1,,,25,1,,20,1,,0,,1,2,,9-8-2018,15:7:54,15:9:1,,,,1,1,18,1,,,,1,,,1,8,1,,,,1,,,1,6,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,1,5,
B04V43F1225,1,1,,,1,2,,2,1,,0,,1,1,,17-8-2018,15:57:38,15:59:1,,,,1,1,25,1,,,,1,,,1,25,1,,,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B04V43F1227,1,1,,,45,1,,2.5,1,,0,,1,2,,17-8-2018,15:17:47,15:19:3,,,,1,0,,,,,,,,,1,1,5,,3,,1,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,5,
B04V43F1229,1,1,,,1,2,,3,1,,0,,1,2,,9-8-2018,9:53:23,9:54:57,9-8-2018,10:1:38,10:3:55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,LAL EYALO NI VADHARE KAIK NAVI SARI MAHITI MALE TO SARU..HAJI AAPDI MAHITI NO UPAGOY NATHI MATE KHBR NAI K KETLI UPAYOGI CHHE
